id,fec_alta,user_name,codigo_zip,credit_card_num,credit_card_ccv,cuenta_numero,direccion,geo_latitud,geo_longitud,color_favorito,foto_dni,ip,auto,auto_modelo,auto_tipo,auto_color,cantidad_compras_realizadas,avatar,fec_birthday
84,"2022-03-29 17:14:02",Olaf_Goyette,35197,5481-9967-8416-5013,94,94958717,"Orn Course",-90,-129,orange,http://placeimg.com/640/480,230.118.31.191,"Ferrari Golf","Grand Caravan","Cargo Van","Porsche Challenger",20640,https://cdn.fakercloud.com/avatars/weglov_128.jpg,"2022-03-29 17:14:02"
85,"2022-03-29 17:14:14",Ardith41,31643,6011-1383-1903-5436,636,99024298,"Korbin Curve",15,-115,magenta,http://placeimg.com/640/480,251.37.58.54,"Polestar Sentra",Charger,"Cargo Van","Chrysler Aventador",11828,https://cdn.fakercloud.com/avatars/mandalareopens_128.jpg,"2022-03-29 17:14:14"
86,"2022-03-29 09:43:11",Anahi_Grady,91825-0909,3529-5578-0845-5017,470,20323574,"Kassulke Prairie",-14,-69,purple,http://placeimg.com/640/480,27.198.58.201,"Fiat Model 3",Element,"Passenger Van","Audi ATS",95254,https://cdn.fakercloud.com/avatars/trueblood_33_128.jpg,"2022-03-29 09:43:11"
87,"2022-03-29 12:56:31",Katherine_Metz6,38555-0388,676195558486480105,873,70321687,"Moore Lakes",35,-78,orchid,http://placeimg.com/640/480,197.218.90.114,"Mazda Accord",Taurus,"Crew Cab Pickup","Tesla Mercielago",75360,https://cdn.fakercloud.com/avatars/albertaugustin_128.jpg,"2022-03-29 12:56:31"
88,"2022-03-29 16:28:20",Tianna7,57656,4991503087397,25,77232970,"Erich Divide",-30,8,ivory,http://placeimg.com/640/480,135.130.93.28,"Fiat Golf","Grand Cherokee","Extended Cab Pickup","Chrysler Beetle",28997,https://cdn.fakercloud.com/avatars/rdbannon_128.jpg,"2022-03-29 16:28:20"
89,"2022-03-28 20:56:12",Gaetano.Larson,84033,6486-6255-2364-1030-4304,889,14399837,"Mafalda Ferry",-59,-14,grey,http://placeimg.com/640/480,81.72.107.70,"Land Rover Cruze","PT Cruiser",Hatchback,"Kia Land Cruiser",31546,https://cdn.fakercloud.com/avatars/isaacfifth_128.jpg,"2022-03-28 20:56:12"
90,"2022-03-29 11:54:38",Joyce_Considine,69441-9515,6767-1618-4924-6018-57,10,49042282,"Haag Tunnel",-32,-55,blue,http://placeimg.com/640/480,45.116.177.126,"Rolls Royce Focus",Challenger,SUV,"Chevrolet Spyder",95046,https://cdn.fakercloud.com/avatars/klefue_128.jpg,"2022-03-29 11:54:38"
91,"2022-03-28 21:41:05",Rhiannon.Kautzer75,72066,3529-1452-5193-8547,694,22197973,"Gennaro Road",-39,110,plum,http://placeimg.com/640/480,7.29.234.19,"Bugatti El Camino",ATS,Coupe,"Smart El Camino",35350,https://cdn.fakercloud.com/avatars/jeremiespoken_128.jpg,"2022-03-28 21:41:05"
92,"2022-03-29 11:46:27",Carrie_Kihn,69494-4136,6771-8988-9485-2297,791,28675385,"Hessel Burg",-11,101,azure,http://placeimg.com/640/480,199.81.90.129,"Aston Martin Volt",Beetle,Minivan,"Jaguar 1",50635,https://cdn.fakercloud.com/avatars/iamjdeleon_128.jpg,"2022-03-29 11:46:27"
93,"2022-03-29 13:25:09",Rozella.Funk,92454,6767-9559-8804-0630-599,918,31964748,"Hal Locks",36,-165,yellow,http://placeimg.com/640/480,20.64.20.116,"Jeep Cruze","Model S",Wagon,"Honda CX-9",1808,https://cdn.fakercloud.com/avatars/brunodesign1206_128.jpg,"2022-03-29 13:25:09"
94,"2022-03-29 07:25:30",Okey.Jacobi,01977-1280,3473-733632-76265,306,94251433,"Estell Rue",-22,163,salmon,http://placeimg.com/640/480,70.205.32.111,"Lamborghini LeBaron",Charger,"Extended Cab Pickup","Fiat Mercielago",58735,https://cdn.fakercloud.com/avatars/quailandquasar_128.jpg,"2022-03-29 07:25:30"
95,"2022-03-28 23:42:42",Dion.Price,23161,5243-3224-0363-3322,685,88500036,"Jamar Islands",27,84,turquoise,http://placeimg.com/640/480,220.186.58.26,"Chrysler XC90",LeBaron,Convertible,"Kia Taurus",12448,https://cdn.fakercloud.com/avatars/jjsiii_128.jpg,"2022-03-28 23:42:42"
96,"2022-03-29 17:39:39",Holden_McClure47,28141-0026,6706769956221570,72,53866118,"Bins Knolls",89,60,fuchsia,http://placeimg.com/640/480,62.146.60.62,"Hyundai Explorer",Durango,Sedan,"Maserati Civic",86770,https://cdn.fakercloud.com/avatars/kylefoundry_128.jpg,"2022-03-29 17:39:39"
97,"2022-03-28 20:45:47",Alayna_Gusikowski,74938,6771-8965-7989-9047,620,98921171,"Gay Village",47,-91,black,http://placeimg.com/640/480,245.148.204.241,"Audi Expedition","Land Cruiser",SUV,"Jeep Model T",48044,https://cdn.fakercloud.com/avatars/el_fuertisimo_128.jpg,"2022-03-28 20:45:47"
98,"2022-03-29 08:48:43",Noel_Ondricka1,28516-6981,5452-6172-0433-4339,105,72920816,"Stokes Track",-19,141,lime,http://placeimg.com/640/480,193.181.241.33,"Ferrari Mercielago",Silverado,"Extended Cab Pickup","Chrysler Model T",18578,https://cdn.fakercloud.com/avatars/deviljho__128.jpg,"2022-03-29 08:48:43"
99,"2022-03-28 23:02:50",Ora53,92522-2848,3796-537078-97184,349,38962901,"Graham Trace",77,-149,olive,http://placeimg.com/640/480,67.44.55.217,"Jaguar Taurus",Volt,"Crew Cab Pickup","Aston Martin Beetle",18502,https://cdn.fakercloud.com/avatars/imammuht_128.jpg,"2022-03-28 23:02:50"
100,"2022-03-29 14:09:15",Sharon.Larson,54828-0902,4171392254614,184,54908944,"Faustino Turnpike",-6,-18,lime,http://placeimg.com/640/480,229.12.86.203,"Kia A8",Prius,"Cargo Van","Volkswagen PT Cruiser",22556,https://cdn.fakercloud.com/avatars/waghner_128.jpg,"2022-03-29 14:09:15"
